Time(ms),X(mG),Y(mG),Z(mG),Classification
1.43794E+12,2736,2696,-544,Jumping Jacks
1.43794E+12,2088,1984,-480,Jumping Jacks
1.43794E+12,1928,1656,248,Jumping Jacks
1.43794E+12,2072,1328,488,Jumping Jacks
1.43794E+12,2160,1320,504,Jumping Jacks
1.43794E+12,2312,1296,712,Jumping Jacks
1.43794E+12,2552,1432,496,Jumping Jacks
1.43794E+12,2600,1216,320,Jumping Jacks
1.43794E+12,2544,1168,360,Jumping Jacks
1.43794E+12,2072,-248,1024,Jumping Jacks
1.43794E+12,1128,-2008,840,Jumping Jacks
1.43794E+12,448,-3040,1720,Jumping Jacks
1.43794E+12,280,-3552,1448,Jumping Jacks
1.43794E+12,696,-2384,840,Jumping Jacks
1.43794E+12,1464,-1096,-176,Jumping Jacks
1.43794E+12,2360,-104,-248,Jumping Jacks
1.43794E+12,2744,496,-568,Jumping Jacks
1.43794E+12,2656,672,-720,Jumping Jacks
1.43794E+12,2520,736,-408,Jumping Jacks
1.43794E+12,2336,984,-512,Jumping Jacks
1.43794E+12,1984,944,-832,Jumping Jacks
1.43794E+12,1664,1064,-528,Jumping Jacks
1.43794E+12,1568,1304,-2112,Jumping Jacks
1.43794E+12,1664,1104,-2920,Jumping Jacks
1.43794E+12,2376,-1152,-4080,Jumping Jacks
1.43794E+12,3136,352,-3016,Jumping Jacks
1.43794E+12,3584,-200,-3016,Jumping Jacks
1.43794E+12,3176,56,-2120,Jumping Jacks
1.43794E+12,2240,504,-968,Jumping Jacks
1.43794E+12,1760,696,-568,Jumping Jacks
1.43794E+12,1656,864,-720,Jumping Jacks
1.43794E+12,1632,888,-472,Jumping Jacks
1.43794E+12,1680,1184,-352,Jumping Jacks
1.43794E+12,2104,1440,-1112,Jumping Jacks
1.43794E+12,2352,664,-672,Jumping Jacks
1.43794E+12,2048,744,480,Jumping Jacks
1.43794E+12,1568,344,40,Jumping Jacks
1.43794E+12,944,-1240,1968,Jumping Jacks
1.43794E+12,480,-2664,3232,Jumping Jacks
1.43794E+12,272,-3072,2104,Jumping Jacks
1.43794E+12,264,-2544,1856,Jumping Jacks
1.43794E+12,864,-1472,336,Jumping Jacks
1.43794E+12,2024,-192,-400,Jumping Jacks
1.43794E+12,2944,768,-440,Jumping Jacks
1.43794E+12,2944,1184,-392,Jumping Jacks
1.43794E+12,2720,1200,-296,Jumping Jacks
1.43794E+12,2272,1056,-376,Jumping Jacks
1.43794E+12,2024,936,-848,Jumping Jacks
1.43794E+12,1616,816,-984,Jumping Jacks
1.43794E+12,1672,824,-1536,Jumping Jacks
1.43794E+12,1592,752,-1936,Jumping Jacks
1.43794E+12,2728,1952,-4080,Jumping Jacks
1.43794E+12,3408,616,-4080,Jumping Jacks
1.43794E+12,3744,1608,-2424,Jumping Jacks
1.43794E+12,2952,1616,-960,Jumping Jacks
1.43794E+12,2208,1296,-752,Jumping Jacks
1.43794E+12,1992,976,-224,Jumping Jacks
1.43794E+12,1816,1128,-16,Jumping Jacks
1.43794E+12,1800,1112,376,Jumping Jacks
1.43794E+12,1824,1160,-16,Jumping Jacks
1.43794E+12,2024,1224,-96,Jumping Jacks
1.43794E+12,2096,1152,152,Jumping Jacks
1.43794E+12,1960,960,168,Jumping Jacks
1.43794E+12,1616,64,696,Jumping Jacks
1.43794E+12,1240,-1400,32,Jumping Jacks
1.43794E+12,968,-2736,808,Jumping Jacks
1.43794E+12,416,-3408,-24,Jumping Jacks
1.43794E+12,368,-2800,664,Jumping Jacks
1.43794E+12,816,-1472,80,Jumping Jacks
1.43794E+12,1872,-368,-32,Jumping Jacks
1.43794E+12,2400,688,152,Jumping Jacks
1.43794E+12,2488,856,16,Jumping Jacks
1.43794E+12,2376,960,-168,Jumping Jacks
1.43794E+12,2024,840,-32,Jumping Jacks
1.43794E+12,2016,936,-248,Jumping Jacks
1.43794E+12,1848,696,-208,Jumping Jacks
1.43794E+12,1808,696,-1056,Jumping Jacks
1.43794E+12,1864,296,-1664,Jumping Jacks
1.43794E+12,2712,1144,-4080,Jumping Jacks
1.43794E+12,3176,-120,-4080,Jumping Jacks
1.43794E+12,3624,392,-2640,Jumping Jacks
1.43794E+12,3096,712,-1864,Jumping Jacks
1.43794E+12,2304,784,-1232,Jumping Jacks
1.43794E+12,2040,776,-368,Jumping Jacks
1.43794E+12,2112,880,-416,Jumping Jacks
1.43794E+12,2248,768,-120,Jumping Jacks
1.43794E+12,2232,824,40,Jumping Jacks
1.43794E+12,2264,864,0,Jumping Jacks
1.43794E+12,2328,824,16,Jumping Jacks
1.43794E+12,2216,592,536,Jumping Jacks
1.43794E+12,1960,296,416,Jumping Jacks
1.43794E+12,1232,-728,968,Jumping Jacks
1.43794E+12,712,-2400,1072,Jumping Jacks
1.43794E+12,168,-3240,864,Jumping Jacks
1.43794E+12,448,-3104,800,Jumping Jacks
1.43794E+12,904,-1792,-128,Jumping Jacks
1.43794E+12,1496,-648,104,Jumping Jacks
1.43794E+12,2168,544,80,Jumping Jacks
1.43794E+12,2408,1152,8,Jumping Jacks
1.43794E+12,2288,1208,48,Jumping Jacks
1.43794E+12,2192,1248,232,Jumping Jacks
1.43794E+12,2088,1056,-208,Jumping Jacks
1.43794E+12,1920,976,-168,Jumping Jacks
1.43794E+12,1824,760,-1224,Jumping Jacks
1.43794E+12,2032,832,-2608,Jumping Jacks
1.43794E+12,2880,1488,-4080,Jumping Jacks
1.43794E+12,3480,1432,-4080,Jumping Jacks
1.43794E+12,3544,1304,-2928,Jumping Jacks
1.43794E+12,3000,1688,-1536,Jumping Jacks
1.43794E+12,2336,1512,-504,Jumping Jacks
1.43794E+12,2040,1288,-256,Jumping Jacks
1.43794E+12,2040,1232,-96,Jumping Jacks
1.43794E+12,2080,1192,32,Jumping Jacks
1.43794E+12,2176,1320,-264,Jumping Jacks
1.43794E+12,2304,1352,24,Jumping Jacks
1.43794E+12,2392,1312,-200,Jumping Jacks
1.43794E+12,2304,768,848,Jumping Jacks
1.43794E+12,1592,-224,800,Jumping Jacks
1.43794E+12,1304,-1768,1640,Jumping Jacks
1.43794E+12,544,-2920,1704,Jumping Jacks
1.43794E+12,16,-3352,1688,Jumping Jacks
1.43794E+12,136,-2488,680,Jumping Jacks
1.43794E+12,528,-1224,120,Jumping Jacks
1.43794E+12,1264,-216,-40,Jumping Jacks
1.43794E+12,1984,560,32,Jumping Jacks
1.43794E+12,2384,1168,-104,Jumping Jacks
1.43794E+12,2424,1192,16,Jumping Jacks
1.43794E+12,2368,1240,-240,Jumping Jacks
1.43794E+12,2304,1272,-352,Jumping Jacks
1.43794E+12,2136,1144,16,Jumping Jacks
1.43794E+12,2096,1328,-1920,Jumping Jacks
1.43794E+12,1512,1208,-2640,Jumping Jacks
1.43794E+12,1104,232,-4008,Jumping Jacks
1.43794E+12,2592,2160,-2760,Jumping Jacks
1.43794E+12,3336,1608,-2272,Jumping Jacks
1.43794E+12,2968,1712,-1512,Jumping Jacks
1.43794E+12,2304,1408,-512,Jumping Jacks
1.43794E+12,2040,1136,-88,Jumping Jacks
1.43794E+12,2136,1064,-64,Jumping Jacks
1.43794E+12,2240,1120,120,Jumping Jacks
1.43794E+12,2584,1376,-32,Jumping Jacks
1.43794E+12,2960,1144,-104,Jumping Jacks
1.43794E+12,2752,928,368,Jumping Jacks
1.43794E+12,2192,-520,1032,Jumping Jacks
1.43794E+12,1456,-1200,832,Jumping Jacks
1.43794E+12,1168,-2176,1000,Jumping Jacks
1.43794E+12,472,-3128,1472,Jumping Jacks
1.43794E+12,-96,-3336,1400,Jumping Jacks
1.43794E+12,-24,-2696,512,Jumping Jacks
1.43794E+12,696,-1320,488,Jumping Jacks
1.43794E+12,2056,-56,240,Jumping Jacks
1.43794E+12,2768,1128,208,Jumping Jacks
1.43794E+12,2712,1344,-56,Jumping Jacks
1.43794E+12,2408,1360,-144,Jumping Jacks
1.43794E+12,1936,1136,-112,Jumping Jacks
1.43794E+12,2032,1072,-536,Jumping Jacks
1.43794E+12,1760,944,-1176,Jumping Jacks
1.43794E+12,1672,784,-1024,Jumping Jacks
1.43794E+12,1792,1000,-2664,Jumping Jacks
1.43794E+12,2488,2000,-4080,Jumping Jacks
1.43794E+12,3072,1320,-3840,Jumping Jacks
1.43794E+12,3456,1080,-2208,Jumping Jacks
1.43794E+12,3032,1104,-1952,Jumping Jacks
1.43794E+12,2208,1040,-760,Jumping Jacks
1.43794E+12,1632,1056,56,Jumping Jacks
1.43794E+12,1600,1024,-224,Jumping Jacks
1.43794E+12,1664,920,32,Jumping Jacks
1.43794E+12,1752,952,112,Jumping Jacks
1.43794E+12,1888,944,-192,Jumping Jacks
1.43794E+12,2112,1040,-104,Jumping Jacks
1.43794E+12,2080,720,384,Jumping Jacks
1.43794E+12,1832,488,432,Jumping Jacks
1.43794E+12,888,-1112,776,Jumping Jacks
1.43794E+12,-480,-2600,1504,Jumping Jacks
1.43794E+12,-936,-3336,1376,Jumping Jacks
1.43794E+12,-544,-2808,864,Jumping Jacks
1.43794E+12,248,-1608,88,Jumping Jacks
1.43794E+12,1176,-632,-264,Jumping Jacks
1.43794E+12,1904,72,-56,Jumping Jacks
1.43794E+12,2288,480,-200,Jumping Jacks
1.43794E+12,2184,608,-256,Jumping Jacks
1.43794E+12,1840,608,-96,Jumping Jacks
1.43794E+12,1752,664,-112,Jumping Jacks
1.43794E+12,1704,600,-920,Jumping Jacks
1.43794E+12,1568,536,112,Jumping Jacks
1.43794E+12,1728,1224,-2120,Jumping Jacks
1.43794E+12,2560,1632,-2688,Jumping Jacks
1.43794E+12,3320,2272,-4080,Jumping Jacks
1.43794E+12,3704,1632,-3264,Jumping Jacks
1.43794E+12,2984,1440,-1776,Jumping Jacks
1.43794E+12,2144,1232,-1104,Jumping Jacks
1.43794E+12,2136,1288,-688,Jumping Jacks
1.43794E+12,2336,1096,-600,Jumping Jacks
1.43794E+12,2360,896,-72,Jumping Jacks
1.43794E+12,2432,984,-152,Jumping Jacks
1.43794E+12,2736,960,208,Jumping Jacks
1.43794E+12,2920,1136,296,Jumping Jacks
1.43794E+12,2944,312,728,Jumping Jacks
1.43794E+12,2208,-248,312,Jumping Jacks
1.43794E+12,1352,-2000,-168,Jumping Jacks
1.43794E+12,864,-3040,-448,Jumping Jacks
1.43794E+12,-72,-3560,896,Jumping Jacks
1.43794E+12,-56,-3288,48,Jumping Jacks
1.43794E+12,488,-1808,560,Jumping Jacks
1.43794E+12,2192,-704,352,Jumping Jacks
1.43794E+12,3136,1144,-16,Jumping Jacks
1.43794E+12,3368,1128,240,Jumping Jacks
1.43794E+12,3056,856,-704,Jumping Jacks
1.43794E+12,2504,688,-528,Jumping Jacks
1.43794E+12,2392,232,-1784,Jumping Jacks
1.43794E+12,1672,184,-1200,Jumping Jacks
1.43794E+12,1696,440,-1584,Jumping Jacks
1.43794E+12,1368,568,-2512,Jumping Jacks
1.43794E+12,2088,840,-4080,Jumping Jacks
1.43794E+12,3088,1880,-3008,Jumping Jacks
1.43794E+12,3584,1696,-2528,Jumping Jacks
1.43794E+12,3208,1576,-1216,Jumping Jacks
1.43794E+12,2384,1336,-528,Jumping Jacks
1.43794E+12,2032,1144,-176,Jumping Jacks
1.43794E+12,2024,1040,-192,Jumping Jacks
1.43794E+12,2032,824,200,Jumping Jacks
1.43794E+12,1992,968,184,Jumping Jacks
1.43794E+12,2072,1112,192,Jumping Jacks
1.43794E+12,2032,1008,320,Jumping Jacks
1.43794E+12,1984,976,248,Jumping Jacks
1.43794E+12,1840,192,360,Jumping Jacks
1.43794E+12,560,-712,800,Jumping Jacks
1.43794E+12,552,-2400,1000,Jumping Jacks
1.43794E+12,-448,-3240,1336,Jumping Jacks
1.43794E+12,-192,-3272,928,Jumping Jacks
1.43794E+12,208,-2136,-24,Jumping Jacks
1.43794E+12,1080,-1080,16,Jumping Jacks
1.43794E+12,1920,-184,-32,Jumping Jacks
1.43794E+12,2344,600,-32,Jumping Jacks
1.43794E+12,2368,824,96,Jumping Jacks
1.43794E+12,2208,928,0,Jumping Jacks
1.43794E+12,2104,872,-160,Jumping Jacks
1.43794E+12,1832,752,-72,Jumping Jacks
1.43794E+12,1744,792,-216,Jumping Jacks
1.43794E+12,1792,800,-624,Jumping Jacks
1.43794E+12,1888,1504,-2696,Jumping Jacks
1.43794E+12,2984,2792,-4080,Jumping Jacks
1.43794E+12,3536,3432,-2392,Jumping Jacks
1.43794E+12,3560,2368,-1920,Jumping Jacks
1.43794E+12,2776,1840,-1192,Jumping Jacks
1.43794E+12,2080,1352,-408,Jumping Jacks
1.43794E+12,1904,1048,64,Jumping Jacks
1.43794E+12,1872,952,-152,Jumping Jacks
1.43794E+12,2016,904,16,Jumping Jacks
1.43794E+12,2072,1096,16,Jumping Jacks
1.43794E+12,2312,1520,0,Jumping Jacks
1.43794E+12,2352,1256,24,Jumping Jacks
1.43794E+12,2168,744,856,Jumping Jacks
1.43794E+12,1400,-176,896,Jumping Jacks
1.43794E+12,848,-1616,2048,Jumping Jacks
1.43794E+12,672,-2848,2088,Jumping Jacks
1.43794E+12,88,-3464,1680,Jumping Jacks
1.43794E+12,16,-3000,1408,Jumping Jacks
1.43794E+12,536,-1648,-32,Jumping Jacks
1.43794E+12,1336,-568,296,Jumping Jacks
1.43794E+12,2072,240,40,Jumping Jacks
1.43794E+12,2280,776,-216,Jumping Jacks
1.43794E+12,2168,944,-32,Jumping Jacks
1.43794E+12,1952,936,-392,Jumping Jacks
1.43794E+12,1776,848,-432,Jumping Jacks
1.43794E+12,1560,848,-232,Jumping Jacks
1.43794E+12,1496,824,-688,Jumping Jacks
1.43794E+12,1520,816,-944,Jumping Jacks
1.43794E+12,2016,872,-1016,Jumping Jacks
1.43794E+12,2600,992,-1176,Jumping Jacks
1.43794E+12,3344,872,-4080,Jumping Jacks
1.43794E+12,1920,440,-576,Jumping Jacks
1.43794E+12,2240,704,-832,Jumping Jacks
1.43794E+12,1600,696,-88,Jumping Jacks
1.43794E+12,1184,488,-48,Jumping Jacks
